State,County,Pop 2000,Total,,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Unknown,Nonroad,Transport
NE,Sheridan County,6198,4.5721966491,,0.1580520337,0.0181461882,0.4712328862,0,2.6007124508,0,0.0678648344,0.1705909591,1.0855972968,3.9247655411
NE,Sherman County,3318,4.6321489439,,0.1139988915,0.2033816893,0.4703468785,0,2.5412785087,0,0.0501518838,0.1260658215,1.1269252707,3.8444214847
NE,Sioux County,1475,5.075482878,,0.0285212846,0,0.530616821,0,2.5688038489,0,0,0,1.9475409235,4.5163447724
NE,Stanton County,6455,3.391943276,,0.0397257849,0.1694475814,0.4035165264,0,1.9968814764,0,0,0,0.7823719068,2.7792533832
NE,Thayer County,6055,5.6864160236,,0.1799470254,0.7747260043,0.5140638442,0.0587642927,2.4981369035,0,0.0458532799,0.1152604695,1.4996642041,4.158914857
NE,Thomas County,729,8.2250654702,,0.1414542589,0.1542799371,0.5978315251,0,1.8520888641,0,1.3649009914,3.4309349454,0.6835749481,7.3314997491
NE,Thurston County,7171,4.5704577234,,0.1325425655,0.3857441879,0.4146234351,0,2.6683560824,0,0.0404218304,0.1016077734,0.8271618487,3.6375475349
NE,Valley County,4647,3.312614209,,0.1904221854,0.1452163643,0.4413217253,0,1.516952111,0,0.0622381755,0.1564471256,0.8000165218,2.535653934
NE,Washington County,18780,4.3349294867,,0.2010741009,1.1047852569,0.4222115442,0,1.8778905921,0,0.0806037893,0.2026124541,0.4457517492,2.6068585846
NE,Wayne County,9851,4.5110194977,,0.1710765427,1.9730547619,0.426784502,0,0.9472870832,0,0.0560599331,0.1409167761,0.7958398987,1.9401036911
NE,Webster County,4061,3.4912711266,,0.1294331329,0.0312500953,0.5204986192,0.0122358886,1.518271122,0,0.0498431812,0.1252903706,1.1044487169,2.7978533906
NE,Wheeler County,886,6.571835788,,0.0847977228,0.126941393,0.4967169382,0,2.6299116939,0,0,0,3.2334680401,5.863379734
NE,York County,14598,7.9625044599,,0.2646144765,0.9553442255,0.3959309977,1.970496083,3.4211066042,0,0.0468465925,0.1177574999,0.7904079806,4.3761186772
NV,Churchill County,23982,2.750852243,,0.0673418041,0.2928311423,0.3467180653,0.001146119,1.6706599686,0,0.0408130577,0.1025911017,0.2287509844,2.0428151123
NV,Clark County,1375765,4.9637081492,,0.1160200531,0.1109447316,0.2202989106,3.2134577954,0.7026783188,0,0.1049379477,0.2637809129,0.2315894791,1.3029866585
NV,Douglas County,41259,3.9565807707,,0.1493442083,1.1991992737,0.3833787817,0,1.2269307087,0,0.2174157346,0.546514575,0.2337974887,2.224658507
NV,Elko County,45291,3.1087386642,,0.0907498298,0.0609551562,0.2570319419,0.0021240087,2.1286772037,0,0.113216058,0.2845894106,0.1713950553,2.6978777276
NV,Esmeralda County,971,6.8082385136,,0.0123649591,0.7326719523,0.3186186972,2.7412804728,2.3118197933,0,0.0325057383,0.0817098344,0.5772670661,3.0033024322
NV,Eureka County,1651,27.9257425232,,0.1868788337,17.3080149642,0.2441110115,0.0010405143,7.9712621175,0,0.0700976763,0.1762039807,1.968133425,10.1856971995
NV,Humboldt County,16106,74.4658567323,,0.8771734439,0.408836428,0.2966345773,69.3215970542,2.6210796693,0,0.1857281985,0.4668622222,0.287945139,3.5616152289
NV,Lander County,5794,4.8285979959,,0.0268063182,0.3442155754,0.3196257727,0.012250717,2.7227541937,0,0.28964072,0.728065237,0.3852394618,4.1256996125
NV,Lincoln County,4165,2.5805708766,,0.0326477404,0.044760472,0.0600700457,0,2.0327517061,0,0.0653718464,0.1643231436,0.1806459225,2.4430926186
NV,Lyon County,34501,9.7822019513,,0.0483950977,0.6489040994,0.3653641673,4.7440897017,1.5921830867,1.8997800671,0.0843417945,0.2120085571,0.1871353798,2.075668818
NV,Mineral County,5071,3.0743832262,,0.5324529008,0.0233821227,0.3380649258,0,0.7897304987,0,0.2887493373,0.7258247759,0.376178665,2.1804832769
NV,Nye County,32485,1.5716746709,,0.0489083564,0.1513774735,0.1479394046,0.0032390553,0.8231486749,0,0.0672304316,0.1689963128,0.1608349618,1.2202103812
NV,Pershing County,6693,7.6034172059,,1.5882943002,0.2058188501,0.2581531908,0.0042992146,5.05021121,0,0.0242097854,0.0608558152,0.4115748397,5.5468516502
NV,Storey County,3399,68.3974561729,,0.0234006751,1.4077513161,0.3613361415,65.6158744424,0.8889240916,0,0,0,0.1001695062,0.9890935978
NV,Washoe County,339486,3.0382725992,,0.1513039866,0.739273276,0.4877144419,0,1.1132643963,0,0.0964535862,0.2424538949,0.2078090174,1.6599808947
NV,White Pine County,9181,2.2165943647,,0.0380519676,0.0519027675,0.1931538346,0,1.0952602472,0,0.1447492355,0.3638534655,0.3296228468,1.933485795
NV,Carson City,52457,2.9358220229,,0.089699071,1.1087713221,0.355090649,2.45613905168677E-005,0.5330570065,0,0.1914794788,0.4813190642,0.1763808699,1.3822364194
NH,Belknap County,56325,3.8379283052,,0.2797994889,0.1920493933,0.7640404688,0,2.0232088651,0,0.0684982963,0.1721830529,0.33814874,2.6020389542
NH,Carroll County,43666,3.2850415714,,0.4005319117,0.1004672002,0.7673917848,0,1.6109906008,0,0,0,0.405660074,2.0166506747
NH,Cheshire County,73825,3.0743186452,,0.2803023064,0.2055267052,0.629117156,0,1.4205395092,0,0.0968297174,0.2433993328,0.1986039181,1.9593724776
NH,Coos County,33111,3.936185988,,0.2969199145,0.7079970588,0.9484429364,0,1.3928690171,0,0.0616046136,0.1548545513,0.3734978963,1.9828260783
NH,Grafton County,81743,5.2776730996,,0.7417121135,0.1984600687,0.6822759985,0,3.1112929216,0,0.0920335219,0.2313432721,0.2205552033,3.6552249189
NH,Hillsborough County,380841,2.5365394131,,0.2824557326,0.2832352828,0.5674988754,0,0.989027614,0,0.0782674351,0.196739636,0.1393148372,1.4033495224
NH,Merrimack County,136225,9.6951945668,,0.2838050124,0.223861266,0.6129800625,5.7381795809,2.3947914509,0,0.0813631347,0.2045212729,0.1556927865,2.8363686451
NH,Rockingham County,277359,4.9116301878,,0.2804668972,0.2718426951,0.6105350181,2.1428548321,1.3784120215,0,0.0214418241,0.0538979893,0.1521789104,1.6059307453
NH,Strafford County,112233,1.7499363042,,0.2792061007,0.1583670224,0.6216248504,0,0.5600366439,0,0.0022000837,0.0055303333,0.1229712698,0.6907383306
NH,Sullivan County,40458,3.6552370507,,0.1954978677,0.3787426918,0.7403684071,0,1.9430889491,0,0.0433187678,0.1088896919,0.2453306752,2.3406280841
NJ,Atlantic County,252552,2.8920634989,,0.4214506209,0.0205244487,0.5237138099,0,1.3886455438,0,0.1050266387,0.2640038669,0.1686985701,1.9263746194
NJ,Bergen County,884118,2.6902575087,,0.3492028731,0.0411832065,0.5452362242,0.3631939774,1.1202758994,0,0.0415154855,0.1043568371,0.1252930056,1.3914412274
NJ,Burlington County,423394,2.7022174084,,0.3141855265,0.0378710603,0.5382369826,0.0974304433,1.4742943962,0,0.0345118162,0.0867518276,0.1189353556,1.7144933957
NJ,Camden County,508932,2.0627076495,,0.2786956288,0.0281055665,0.5480978221,0.0512753446,1.0636832779,0,0.0049545026,0.012454057,0.07544145,1.1565332875
NJ,Cape May County,102326,6.5606718532,,0.3130924939,0.0162972548,0.523088093,3.8177868637,1.2437114568,0,0.062260981,0.1565044809,0.427930229,1.8904071478
NJ,Cumberland County,146438,2.151605708,,0.2601306825,0.0532860192,0.5342154699,0.0022256395,1.0123984518,0,0.0317006813,0.0796855049,0.177963259,1.301747897
NJ,Essex County,793633,2.2349123326,,0.3258501887,0.0287680448,0.5523364835,0.029835982,0.7707293163,0,0.1269596355,0.3191364891,0.0812961928,1.2981216336
NJ,Gloucester County,254673,2.7470572338,,0.2464526079,0.0321189298,0.5930435652,0.2689178903,1.433057333,0,0.0158249847,0.0397790248,0.1178628981,1.6065242405
NJ,Hudson County,608975,2.9225389825,,0.2879838829,0.0211908195,0.540228604,1.5110194353,0.4777538089,0,0,0,0.0843624319,0.5621162408
NJ,Hunterdon County,121989,3.8449466362,,0.2873040242,0.0294872055,0.5882782002,0.3617174186,2.087310997,0,0.0855871722,0.2151391748,0.1901224437,2.5781597876
NJ,Mercer County,350761,4.7092788051,,0.4619383653,0.0271817075,0.5393066371,2.0805972719,1.3007093835,0,0.0489070108,0.1229367857,0.1277016432,1.6002548232
NJ,Middlesex County,750162,2.5408731447,,0.3563421568,0.0503380251,0.5027686855,0.1723264659,1.3208401969,0,0.0034764833,0.0087387853,0.1260423459,1.4590978114
NJ,Monmouth County,615301,2.2440369989,,0.2858391683,0.019285243,0.5390113645,0,1.2276349615,0,0.0122123576,0.0306980151,0.1293558888,1.399901223
NJ,Morris County,470212,2.8999259973,,0.4151839303,0.0437998399,0.5659321682,0,1.4796291125,0,0.0731702567,0.1839269603,0.1382837294,1.8750100589
NJ,Ocean County,510916,1.9208148692,,0.1974729269,0.0141926627,0.5614055001,0,0.9247891387,0,0.0155109721,0.0389896977,0.1684539711,1.1477437796
NJ,Passaic County,489049,1.6484309437,,0.2328585354,0.0398439838,0.5249513583,0,0.7390615936,0,0.006480751,0.0162905659,0.0889441558,0.8507770663
NJ,Salem County,64285,5.7326136781,,0.2217033485,0.1199499671,0.5947230409,2.4298962836,2.1495554113,0,0.013964727,0.0351029117,0.167717988,2.366341038
NJ,Somerset County,297490,2.6529746227,,0.3959839102,0.0521184512,0.5642457938,0,1.3306310452,0,0.0456375773,0.1147184771,0.1496393679,1.6406264676
NJ,Sussex County,144166,2.2288239057,,0.1987115282,0.0136487628,0.5676263954,0,1.1870406644,0,0.0360439512,0.0906031372,0.1351494666,1.4488372193
NJ,Union County,522541,2.5802782795,,0.2826217748,0.1748989676,0.5660403334,0.4389826525,0.9976928002,0,0.0089560952,0.0225128026,0.0885728532,1.1177345512
NJ,Warren County,102437,3.2949786104,,0.2431660019,0.0556676853,0.6084386314,0,2.1798791236,0,0.0243814468,0.0612872667,0.1221584548,2.3877062918
NM,Bernalillo County,556678,3.0734581058,,0.2659983692,0.0503317065,0.3911239483,0.3770767928,1.387498603,0.0723956244,0.1124878782,0.2827590457,0.1337861378,1.9165316647
NM,Catron County,3543,3.7093425628,,0.0791205826,0.0121754708,0.3065099446,0,3.1365536918,0,0.0184556454,0.0463919343,0.1101352932,3.3115365648
NM,Chaves County,61382,4.580152492,,0.1975196484,2.0761792922,0.3086807332,0.0133712784,1.1233303159,0,0.2182784259,0.5486831977,0.0941096003,1.9844015398
NM,Cibola County,25595,4.1770812537,,0.2088416946,0.1351720524,0.3170575855,0,3.3007837883,0,0.03339189,0.0839366909,0.0978975521,3.5160099212
NM,Colfax County,14189,7.0674513132,,0.2623592619,0.3868824264,0.4313121502,0,5.4556337409,0,0.0923004264,0.2320142024,0.2069491051,5.9868974747
NM,Curry County,45044,2.0185714564,,0.2140727503,0.068921385,0.3144242981,0,0.9268863933,0,0.1168535103,0.2937328017,0.0836803178,1.421153023
NM,De Baca County,2240,4.0982473448,,0.1519431816,0.0192578987,0.4206572699,0,3.001241341,0,0.0199891667,0.0502474549,0.4349110321,3.5063889947
NM,Dona Ana County,174682,3.6303596744,,0.1806634634,0.1420267364,0.3471810111,0.7329577896,1.8488496997,0,0.0765918521,0.1925277502,0.1095613719,2.2275306738
NM,Eddy County,51658,11.3019996289,,0.2422649697,9.1322725885,0.3341229531,0.0338797075,1.1777810042,0,0.0621385112,0.1561965537,0.1633433411,1.5594594101
NM,Grant County,31002,3.0684851654,,0.1867718354,0.074235171,0.4011358981,0.0040795338,2.2237876984,0,0.0314464152,0.0790463825,0.0679822308,2.402262727
NM,Guadalupe County,4680,16.6379348202,,0.1722267896,0.1984932816,0.4189751848,0,15.4265864677,0,0.0551556962,0.13864338,0.2278540203,15.8482395642
NM,Harding County,810,3.5894477647,,0.0321326461,0,0.5473175182,0,1.9964230774,0,0,0,1.0135745229,3.0099976003
NM,Hidalgo County,5932,8.7874135378,,0.1314680097,0.3376908934,0.3684217564,0.6677094093,6.932675168,0,0.0657707605,0.1653265619,0.1183509785,7.282123469
NM,Lea County,55511,19.3474879389,,0.1821000075,12.5830934647,0.3054817135,4.7948320617,1.1316835506,0,0.0600348597,0.1509087522,0.1393535291,1.4819806916
NM,Lincoln County,19411,3.5566077254,,0.213166548,0.4637641998,0.4531441506,0,1.7240258301,0,0.1603852153,0.4031580507,0.1389637308,2.426532827
NM,Los Alamos County,18343,2.4305600659,,0.2178672774,0.0411551887,0.4421872789,0.3384330855,0.7337281111,0,0.1301202636,0.3270813875,0.1999874732,1.3909172354
NM,Luna County,25016,5.9946938042,,0.880690715,0.1464898595,0.418979121,0,3.7946035745,0,0.19046397,0.4787662099,0.0847003545,4.5485341088
NM,McKinley County,74798,26.3980562631,,0.1723044574,17.0479000153,0.2191511267,5.8336952792,2.9358146113,0,0.0279425651,0.0702388138,0.0910093942,3.1250053845
NM,Mora County,5180,9.1954875793,,0.0657276726,0.00832774,0.3016492031,0,8.6227845988,0,0,0,0.1969983649,8.8197829637
NM,Otero County,62298,2.3976615048,,0.168083002,0.2239704581,0.3927018375,0,1.2834893904,0,0.056454592,0.1419091193,0.1310531055,1.6129062072
NM,Quay County,10155,9.6688848938,,0.1778783591,0.0797681816,0.4287565011,0.0024106273,7.2907385,0,0.4153951264,1.0441723161,0.2297652821,8.9800712247
NM,Rio Arriba County,41190,10.2124400014,,0.1407604479,7.4845272753,0.3646334507,0.0548665278,2.020172404,0,0.00469151,0.011793017,0.1309953688,2.1676522998
NM,Roosevelt County,18018,3.3341366424,,0.2131191227,0.6419156207,0.3048254756,0,1.4767074214,0,0.1041109734,0.2617022285,0.3317558002,2.1742764235
NM,Sandoval County,89908,3.0084025831,,0.1291250928,0.5873423944,0.3647028781,0.000324692,1.8269888709,0,0,0,0.0999186549,1.9269075258
NM,San Juan County,113801,74.2860040695,,0.203555026,6.5180422977,0.3491579641,65.0844518194,1.4306390289,0,0.1593054486,0.400443618,0.1404088667,2.1307969622
NM,San Miguel County,30126,4.1215449764,,0.17296512,0.0130673557,0.3727466914,0.0011031327,3.3026309398,0,0.0431892086,0.1085640823,0.1072784459,3.5616626766
NM,Santa Fe County,129292,3.8067867388,,0.295414296,0.7189218784,0.4173425394,0,1.9706150664,0,0.0828218368,0.2081880134,0.1134831083,2.3751080249
NM,Sierra County,13270,6.0613108268,,0.1246539776,0.0342299425,0.5119901182,0.0050164434,4.6714098944,0,0.1117238639,0.2808384411,0.3214481457,5.3854203451
NM,Socorro County,18078,6.9017026331,,0.1198119945,0.0489960785,0.3475400652,0.0010690482,6.0602851143,0,0.0683368045,0.1717770395,0.0838864885,6.3842854467
NM,Taos County,29979,3.057316852,,0.2578415089,0.043128956,0.3851712471,0,2.0047125143,0,0.0635651529,0.1597826613,0.1431148114,2.3711751399
NM,Torrance County,16911,7.3280420204,,0.1556280531,0.9636459938,0.3838648653,0.0472112224,5.6781319075,0,0,0,0.0995599782,5.7776918857
NM,Union County,4174,4.465748827,,0.1699373578,0.030833464,0.4700394446,0,2.9725362928,0,0.1034842485,0.2601272375,0.4587907818,3.7949385605
NM,Valencia County,66152,2.420641347,,0.1082636259,0.3489188194,0.3887202863,0,1.4172375104,0,0.02230094,0.0560575359,0.0791426292,1.5747386154
NY,Albany County,294565,4.2399667822,,0.4171313439,0.2999230459,0.5424994757,0.1039073227,1.6125407438,0.8084331701,0.0994231064,0.2499183312,0.1061902424,2.0680724238
NY,Allegany County,49927,3.2488412971,,0.1172770016,0.2736494516,0.4294579524,0.6035155486,1.4835014003,0,0.0588862602,0.1480214644,0.134532218,1.8249413429
NY,Bronx County,1332650,1.216000225,,0.1591412163,0.0341521013,0.4709982666,0.0837470154,0.4251471745,0,0,0,0.042814451,0.4679616255
NY,Broome County,200536,4.3501462529,,0.2190960217,0.2554415504,0.543944065,1.3507760244,1.6633547346,0,0.063809427,0.1603967822,0.0933276477,1.9808885914
NY,Cattaraugus County,83955,2.7474022792,,0.1594128548,0.1569674002,0.4511834191,0.2047050182,1.5112489588,0,0.0336154889,0.0844987619,0.1457703772,1.7751335869
NY,Cayuga County,81963,2.338248962,,0.1311798493,0.1337048332,0.4784433713,0.0198133272,1.3492583324,0,0.0081656523,0.0205258279,0.1971577685,1.5751075811
NY,Chautauqua County,139750,10.0383456327,,0.1592696115,0.2722678696,0.4899001102,7.1272116841,1.6587483966,0,0.0461274463,0.1159498175,0.168870697,1.9896963573
NY,Chemung County,91070,2.7764755204,,0.2149010818,0.1841394342,0.5160222464,0.01980886,1.4442995166,0,0.083464267,0.2098028674,0.1040372471,1.8416038981
NY,Chenango County,51401,2.4947879294,,0.1284328254,0.2178510894,0.467700113,0.0198786528,1.2929973782,0,0.063911666,0.1606537294,0.1433624753,1.6609252489
NY,Clinton County,79894,2.5802068947,,0.1741860381,0.2839181145,0.3822096781,0.0202013117,1.4460471599,0,0.0163528672,0.0411059644,0.2161857609,1.7196917524
NY,Columbia County,63094,3.007295819,,0.1473336249,0.2931962762,0.5100477812,0.0200466571,1.7331706369,0,0.0422562566,0.106218935,0.1550256511,2.0366714795
NY,Cortland County,48599,2.9605009704,,0.1584993516,0.1540942228,0.470749722,0.0199965229,1.8823844312,0,0.0375272598,0.094331741,0.1429177192,2.1571611511
NY,Delaware County,48055,5.4150608134,,0.1738693214,2.8489251929,0.4920077183,0.0195964646,1.6360038355,0,0,0,0.2446582807,1.8806621163
NY,Dutchess County,280150,2.6787154292,,0.1749556375,0.2290959452,0.4946020283,0.0204488112,1.3754183731,0,0.0794591343,0.1997351947,0.105000305,1.759613007
NY,Erie County,950265,4.4070246227,,0.2245199822,1.1307927462,0.5752653663,0.9433170806,1.2835026443,0,0.0433235958,0.1089018582,0.097401349,1.5331294474
NY,Essex County,38851,3.7219557377,,0.1736956209,0.06851747,0.4820543414,0.0199514564,2.1368852191,0,0.1023096614,0.25717415,0.4813678185,2.9777368489
NY,Franklin County,51134,2.6004932226,,0.1813984918,0.0341910713,0.4338104677,0.08950322,1.2127976453,0,0.1142511631,0.2871913586,0.2473498048,1.8615899718
NY,Fulton County,55073,2.0361776101,,0.1385126899,0.1636889145,0.5404721556,0.0198998982,0.9614602363,0,0.0184994754,0.0465018298,0.1471424104,1.1736039519
NY,Genesee County,60370,4.6831818268,,0.1647169263,0.3700218553,0.4901988524,0.0197201848,2.8013466475,0,0.18591534,0.46733255,0.1839294704,3.6385240079
NY,Greene County,48195,4.9191415287,,0.1231430221,0.0521236808,0.4984305207,0.02005011,2.2774495908,1.6927558302,0.0139695256,0.0351150074,0.206104241,2.5326383649
NY,Hamilton County,5379,8.4246730524,,0.1493435213,0.0678630521,0.524205334,0.0195966164,3.1325689209,0,0.0655469541,0.1647639973,4.3007846563,7.6636645285
NY,Herkimer County,64427,3.3270351946,,0.1426476825,0.3727053757,0.5275062357,0.2288890915,1.775194057,0,0.0199749608,0.0502108063,0.2099069851,2.0552868092
NY,Jefferson County,111738,2.9297069394,,0.1588598887,0.1390431081,0.4285995246,0.1103530699,1.5488207377,0,0.0689588089,0.1733406946,0.3017311068,2.092851348
NY,Kings County,2465326,1.1205559126,,0.123601254,0.0391323671,0.51259384,0.1482004289,0.2400187145,0,0,0,0.057009308,0.2970280225
NY,Lewis County,26944,2.3403681285,,0.0921611669,0.1231153609,0.4061782347,0.0197080897,1.3436758764,0,0,0,0.3555294,1.6992052764
NY,Livingston County,64328,3.1984399767,,0.1579776038,0.2981039228,0.4116902006,0.0200619642,1.8555957405,0,0.0825416004,0.2074835759,0.1649853686,2.3106062854
NY,Madison County,69441,2.4530326626,,0.1365051294,0.0921500232,0.4641479714,0.0200083156,1.589213977,0,0.0050607741,0.0127211819,0.13322529,1.740221223
NY,Monroe County,735343,3.1759599674,,0.2506699666,0.270025198,0.5151757699,0.5888266535,1.2995709792,0,0.0375299868,0.0943385634,0.11982285,1.5512623795
NY,Montgomery County,49708,3.7326021122,,0.1655705913,0.3453172529,0.5497548756,0.019779903,2.4062512198,0,0,0,0.2459282696,2.6521794893
NY,Nassau County,1334544,2.3387750088,,0.2221949501,0.0602513064,0.511567626,0.3439505036,1.122881562,0,0,0,0.0779290607,1.2008106227
NY,New York County,1537195,2.5953768859,,0.8713265846,0.1047302648,0.6161879095,0.451088512,0.3416812071,0,0.0172629832,0.0433936994,0.1497057253,0.552043615
NY,Niagara County,219846,8.7515772002,,0.1334738951,0.4107635083,0.5571601009,6.3032741257,1.0087511336,0,0.0619113408,0.1556256016,0.1206174944,1.3469055703
NY,Oneida County,235469,2.5476632712,,0.2267189017,0.1238417155,0.5152668458,0.0198660444,1.3731623977,0,0.0481875924,0.121128419,0.1194913547,1.6619697638
NY,Onondaga County,458336,2.8311155129,,0.2373525221,0.2470682631,0.5096968906,0.1195915717,1.4079988206,0,0.0570369644,0.143372949,0.1089975313,1.7174062653
NY,Ontario County,100224,3.1855133137,,0.190783181,0.2795152185,0.477595725,0.0201967664,1.9394823714,0,0.0246892317,0.0620609511,0.1911898685,2.2174224228
NY,Orange County,341367,5.7501075928,,0.1798201952,0.1214052926,0.4736330753,2.8218155319,1.7145989816,0,0.0998958101,0.2511065854,0.0878321207,2.1534334977
NY,Orleans County,44171,1.9757262994,,0.1219220287,0.1245379571,0.4357542999,0.0197823861,1.0745386262,0,0,0,0.1991910014,1.2737296277
NY,Oswego County,122377,3.709689659,,0.1178750549,0.5883446199,0.4594202028,1.0113961959,1.3132741991,0,0.0186173158,0.0467980709,0.1539639998,1.5326535855
NY,Otsego County,61676,2.5540383801,,0.1860208108,0.0523200348,0.4696900247,0.0200357353,1.5277677875,0,0.0448368852,0.1127057734,0.1406613284,1.8259717745
NY,Putnam County,95745,4.6491828735,,0.1109802348,0.033535829,0.4240822841,0.0361442358,3.9403516859,0,0,0,0.1040886039,4.0444402899
NY,Queens County,2229379,2.2477410106,,0.1060137803,0.0475118151,0.5111425113,0.9166011149,0.4187258616,0,0.0548668446,0.1379179448,0.0549611379,0.6664717889
NY,Rensselaer County,152538,2.6942149039,,0.1555394556,0.1157320485,0.5161664505,0.4950081662,1.3142834829,0,0.000563046,0.0014153281,0.0955069262,1.4117687832
NY,Richmond County,443728,1.7930823614,,0.1577249239,0.0110538581,0.5251677723,0.4798624457,0.5391203879,0,0,0,0.0801529734,0.6192733614
NY,Rockland County,286753,5.1304606706,,0.198249219,0.2474469349,0.4619501866,2.9220870297,1.2068687776,0,0,0,0.0938585228,1.3007273005
NY,St. Lawrence County,111931,2.5633358352,,0.1494056614,0.5382492562,0.4638970389,0.0199348446,1.1065458625,0,0.0168318532,0.0423099432,0.2261613753,1.3918490341
NY,Saratoga County,200635,3.2292513749,,0.1567046134,0.1095209224,0.5094619925,0.7645280001,1.4704004761,0,0.0228469273,0.0574299645,0.1383584785,1.6890358464
NY,Schenectady County,146555,2.7391354067,,0.2471700478,0.2578983306,0.5613334981,0.0199853205,1.3560975568,0,0.0635520754,0.1597499411,0.0733486363,1.6527482096
NY,Schoharie County,31582,3.3960880209,,0.1186480489,0.2301296224,0.4547040561,0.0200804702,2.3665602955,0,0,0,0.2059655277,2.5725258233
NY,Schuyler County,19224,3.5027584388,,0.2859038074,0.9435530113,0.4335871797,0.0326646315,1.4286182523,0,0,0,0.3784315567,1.807049809
NY,Seneca County,33342,3.3653228503,,0.1314070986,0.2143523103,0.4662306439,0.0208841236,2.0215301466,0,0.027529535,0.0692006449,0.4141883475,2.532448674
NY,Steuben County,98726,3.3728555187,,0.1806945998,0.2301559575,0.4808662986,0.0200268839,2.1848138699,0,0.0342644161,0.0861299533,0.1559035397,2.461111779
NY,Suffolk County,1419369,4.2812196669,,0.2001219647,0.1058972132,0.4975010869,1.3780548007,1.7435908112,0,0.0615520696,0.1547225019,0.1397792186,2.0996446014
NY,Sullivan County,73966,2.8239389339,,0.1597921483,0.0315435413,0.4729698472,0.0199911674,1.3960562896,0,0.1621976112,0.4077136188,0.1736747102,2.1396422298
NY,Tioga County,51784,2.8515113225,,0.081305691,0.2054234087,0.4745486904,0.0199038733,1.9302795158,0,0,0,0.1400501434,2.0703296592
NY,Tompkins County,96501,9.5060061935,,0.343288521,0.4818448411,0.4368024599,6.8428789544,1.0190937946,0,0.0717781018,0.1804274806,0.1298920402,1.4011914171
NY,Ulster County,177749,2.6461483498,,0.1736102921,0.1415104049,0.5184357391,0.0201905166,1.5878731645,0,0.0295457307,0.0742686462,0.1007138556,1.792401397
NY,Warren County,63303,5.8264998621,,0.2307204776,1.1839756217,0.5230059433,0.020098171,2.0051793601,1.3020918875,0.0701533541,0.1763434796,0.3149315672,2.566607761
NY,Washington County,61042,2.7073312959,,0.1858259552,0.4462190761,0.4634015102,0.0202392109,1.2611320253,0,0.0483097462,0.1214354473,0.1607683248,1.5916455436
NY,Wayne County,93765,2.2159861561,,0.1197048464,0.2873568231,0.4686128745,0.0199750184,1.0462684695,0,0.030438011,0.0765115598,0.1671185535,1.3203365937
NY,Westchester County,923459,2.3557099276,,0.2304644719,0.0846157294,0.5281524054,0.0342506323,1.2588908581,0,0.0344026609,0.0864774424,0.0984557272,1.4782266885
NY,Wyoming County,43424,3.1997795966,,0.1270799619,0.4752446055,0.396602057,0.9154107412,0.9240565839,0,0.037506646,0.0942798904,0.2295991107,1.285442231
NY,Yates County,24621,15.5138741047,,0.1086726907,0.0875354324,0.3927535153,12.9515350506,1.1562312441,0,0.1216864219,0.3058814244,0.3895783252,1.9733774157
NC,Alamance County,130800,2.659289819,,0.1119628727,0.4879506841,0.3289583495,0,1.4649340414,0,0.0335656653,0.0843735175,0.1475446884,1.7304179126
NC,Alexander County,33603,1.6759671337,,0.0430637926,0.2844226822,0.206408099,0,0.9894194349,0,0,0,0.152653125,1.1420725599
NC,Alleghany County,10677,2.0290053277,,0.0720876421,0.1683061208,0.4240481985,0,1.1829002086,0,0,0,0.1816631576,1.3645633662
NC,Anson County,25275,3.6789380217,,0.1447010401,1.1935004075,0.3010819729,0,1.813940985,0,0.0324472231,0.0815619844,0.1117044088,2.0396546013
NC,Ashe County,24384,2.4160002792,,0.0653202587,0.1503770759,0.4624975537,0,1.4154260791,0,0.0487419335,0.1225217231,0.1511156552,1.7378053908
NC,Avery County,17167,2.7104071199,,0.1508479708,0.0866720295,0.4276989669,0,1.6602460477,0,0.0459111831,0.1154064837,0.2236244382,2.0451881527
NC,Beaufort County,44958,2.3882575621,,0.1518602295,0.2328707666,0.3201971392,0.0064003388,1.0583763052,0,0.0770315128,0.1936330689,0.347888201,1.676929088
NC,Bertie County,19773,3.258354101,,0.0617946015,0.6042955113,0.3029497313,6.51604138139549E-005,1.9886926247,0,0,0,0.3005564718,2.2892490965
NC,Bladen County,32278,5.0309899306,,0.0482293462,1.1990749098,0.2546726859,1.3633848062,1.8023030937,0,0.0504581633,0.1268359241,0.1860310013,2.1656281824
NC,Brunswick County,73143,12.4661412409,,0.0721394619,9.407312346,0.1477633667,0.342503059,2.0359125193,0,0.0604936898,0.1520621473,0.2479546509,2.4964230073
NC,Buncombe County,206330,5.9068948278,,0.144170206,0.206015242,0.3472099387,3.3057406172,1.5835012622,0,0.0520470584,0.130829918,0.1373805853,1.903758824
NC,Burke County,89148,2.3275941296,,0.0683563928,0.4566573502,0.2681824326,0,1.2210359529,0,0.0601542824,0.1512089415,0.1019987772,1.534397954
NC,Cabarrus County,131063,2.6363374025,,0.1160418117,0.2780589968,0.2687880003,0.0075989885,1.5802369743,0,0.0639897973,0.1608501647,0.1607726688,1.9658496052
NC,Caldwell County,77415,1.8549163009,,0.0647758572,0.4077651777,0.2752000325,0,0.8695993519,0,0.0263656271,0.0662749131,0.1449353414,1.1071752335
NC,Camden County,6885,3.3087737961,,0.0349815715,0.0144945053,0.2464596682,0,2.2766290158,0,0,0,0.7362090353,3.0128380511
